,episode,success,sim_steps,noise_stddev,total_reward,agent_time_ratio,agent_id
354,54,False,999,"[0, 0]",-0.23071187431663992,6,2
355,55,False,999,"[0, 0]",-0.82402063197816,6,2
356,56,False,999,"[0, 0]",-0.33098136614334245,6,2
357,57,False,999,"[0, 0]",-1.5208614226589257,6,2
358,58,False,999,"[0, 0]",-1.4383340616562086,6,2
359,59,False,999,"[0, 0]",-0.1982397182460991,6,2
360,60,False,999,"[0, 0]",-0.21289187932195616,6,2
361,61,False,999,"[0, 0]",-1.141026007328742,6,2
362,62,False,999,"[0, 0]",-0.19621436295068143,6,2
363,63,False,999,"[0, 0]",-0.20264952808223402,6,2
364,64,False,999,"[0, 0]",-0.9102864499960374,6,2
365,65,False,999,"[0, 0]",-0.8851908899075587,6,2
366,66,False,999,"[0, 0]",-1.1478929610652142,6,2
367,67,False,999,"[0, 0]",-0.3321609772548215,6,2
368,68,False,999,"[0, 0]",-0.27594615468012174,6,2
369,69,False,999,"[0, 0]",-0.6730835456705311,6,2
370,70,False,999,"[0, 0]",-0.6286364728438787,6,2
371,71,False,999,"[0, 0]",-0.20913951990454382,6,2
372,72,False,999,"[0, 0]",-0.17537498099815535,6,2
373,73,False,999,"[0, 0]",-0.27690821931484844,6,2
374,74,False,999,"[0, 0]",-0.15232997439488077,6,2
375,75,False,999,"[0, 0]",-0.09817438337374805,6,2
376,76,False,999,"[0, 0]",-0.7393408311193236,6,2
377,77,False,999,"[0, 0]",-0.23009006168642662,6,2
378,78,False,999,"[0, 0]",-0.41191521762993166,6,2
379,79,False,999,"[0, 0]",-2.152651070675904,6,2
380,80,False,999,"[0, 0]",-0.15897097788541614,6,2
381,81,False,999,"[0, 0]",-0.4888971891413767,6,2
382,82,False,999,"[0, 0]",-0.3751957853924237,6,2
383,83,False,999,"[0, 0]",-0.44551051572412814,6,2
384,84,False,999,"[0, 0]",-0.2121544830001399,6,2
385,85,False,999,"[0, 0]",-0.43896939613723296,6,2
386,86,False,999,"[0, 0]",-0.2787521977572922,6,2
387,87,False,999,"[0, 0]",-0.5981780326352861,6,2
388,88,False,999,"[0, 0]",-1.9196329960480447,6,2
389,89,False,999,"[0, 0]",-0.22517616668535584,6,2
390,90,False,999,"[0, 0]",-0.37704079726085615,6,2
391,91,False,999,"[0, 0]",-0.046658257279955595,6,2
392,92,False,999,"[0, 0]",-0.7447828075144041,6,2
393,93,False,999,"[0, 0]",-0.10169860863135853,6,2
394,94,False,999,"[0, 0]",-0.6720303449191871,6,2
395,95,False,999,"[0, 0]",-0.910878278222779,6,2
396,96,False,999,"[0, 0]",-0.25403588146863076,6,2
397,97,False,999,"[0, 0]",-0.13278623251563293,6,2
398,98,False,999,"[0, 0]",-0.05379757401308044,6,2
399,99,False,999,"[0, 0]",-0.060398879987704435,6,2
400,100,False,999,"[0, 0]",-0.0957601892812351,6,2
401,101,False,999,"[0, 0]",-0.22769956194569235,6,2
402,102,False,999,"[0, 0]",-0.43023816743005633,6,2
403,103,False,999,"[0, 0]",-0.3019796369471454,6,2
404,104,False,999,"[0, 0]",-0.6555236591451861,6,2
405,105,False,999,"[0, 0]",-0.10130492870014021,6,2
406,106,False,999,"[0, 0]",-0.7507597335961811,6,2
407,107,False,999,"[0, 0]",-0.3965168510408577,6,2
408,108,False,999,"[0, 0]",-1.1618937455292246,6,2
409,109,False,999,"[0, 0]",-0.262895964625791,6,2
410,110,False,999,"[0, 0]",-0.7577917664381107,6,2
411,111,False,999,"[0, 0]",-0.4553883546023109,6,2
412,112,False,999,"[0, 0]",-1.3243154253482308,6,2
413,113,False,999,"[0, 0]",-0.15287095984698706,6,2
414,114,False,999,"[0, 0]",-0.4676376216928265,6,2
415,115,False,999,"[0, 0]",-1.6230449965909746,6,2
416,116,False,999,"[0, 0]",-0.3681811511961768,6,2
417,117,False,999,"[0, 0]",-0.17686789542117384,6,2
418,118,False,999,"[0, 0]",-0.08302485311518087,6,2
419,119,False,999,"[0, 0]",-1.3760614636578452,6,2
420,120,False,999,"[0, 0]",-0.29425164808023496,6,2
421,121,False,999,"[0, 0]",-0.15078209192486572,6,2
422,122,False,999,"[0, 0]",-0.23053087261351776,6,2
423,123,False,999,"[0, 0]",-0.8427304196004607,6,2
424,124,False,999,"[0, 0]",-1.3949521799956286,6,2
425,125,False,999,"[0, 0]",-0.12202626062351733,6,2
426,126,False,999,"[0, 0]",-0.23866661356738694,6,2
427,127,False,999,"[0, 0]",-0.4137584349963424,6,2
428,128,False,999,"[0, 0]",-0.5195419915420768,6,2
429,129,False,999,"[0, 0]",-0.49474030822970855,6,2
430,130,False,999,"[0, 0]",-0.6055382829331216,6,2
431,131,False,999,"[0, 0]",-0.3389034641855954,6,2
432,132,False,999,"[0, 0]",-0.08488721949887623,6,2
433,133,False,999,"[0, 0]",-0.22106364278774518,6,2
434,134,False,999,"[0, 0]",-0.7978682568521757,6,2
435,135,False,999,"[0, 0]",-0.659416381518737,6,2
436,136,False,999,"[0, 0]",-0.10078086215416886,6,2
437,137,False,999,"[0, 0]",-0.9362088257700163,6,2
438,138,False,999,"[0, 0]",-0.3062596714957353,6,2
439,139,False,999,"[0, 0]",-0.30355802369575646,6,2
440,140,False,999,"[0, 0]",-0.4454809620681389,6,2
441,141,False,999,"[0, 0]",-0.5264590010790227,6,2
442,142,False,999,"[0, 0]",-0.6026295513045193,6,2
443,143,False,999,"[0, 0]",-0.13828481364276646,6,2
444,144,False,999,"[0, 0]",-1.0108039226325858,6,2
445,145,False,999,"[0, 0]",-0.2891637792229422,6,2
446,146,False,999,"[0, 0]",-0.413611866351136,6,2
447,147,False,999,"[0, 0]",-0.161196816869657,6,2
448,148,False,999,"[0, 0]",-0.10309853025937785,6,2
449,149,False,999,"[0, 0]",-0.4809923457977774,6,2
450,0,False,999,"[0, 0]",-1.2034046654571913,6,3
451,1,False,999,"[0, 0]",-0.5707132205064636,6,3
452,2,False,999,"[0, 0]",-3.224557115572247,6,3
453,3,False,999,"[0, 0]",-0.09340438783123801,6,3
454,4,False,999,"[0, 0]",-1.1016958139579407,6,3
455,5,False,999,"[0, 0]",-0.05759845576488741,6,3
456,6,False,999,"[0, 0]",-0.1973431033000524,6,3
457,7,False,999,"[0, 0]",-0.5184403027983713,6,3
458,8,False,999,"[0, 0]",-0.10822131367336062,6,3
459,9,False,999,"[0, 0]",-0.20381034840146203,6,3
